kyA: kyA/__p
uxyApiwa: None
uxyawa: None
uxyoga: rAw/a__n
uxyogapawi: Apawwi/__n
uxyogaSAlA: None
uxyogasamIkaraNa: None
uxyogaXaMXA: None
uxyogI: None
uxyogIkaraNa: None
uxyowa: None
uxyowana: None
UzcAbola: None
uzcAI: ladak/I__n
UzcAI: ladak/I__n
Uzca: None
UzcA: kAl/A__adj
UzcAnIcA: None
uzdela: None
UzGa: None
uzgalI: ladak/I__n
uzjelA: None
uzjerA: None
uzjiyArI: None
uzjyArI: None
Uzta: rAw/a__n
UztakatArA: None
UztanI: None
UztavAna: None
vAbaswA: None
vAcAbaxXa: None
vAcaka: wIn/a__adj
vAcAla: None
vAcAlawA: None
vAcaMyama: None
vacanabaMXa: rAw/a__n
vacanabaxXa: wIn/a__adj
vacanagrAhI: None
vAcana: None
vacana: rAw/a__n
vAcanaka: None
vacanakArI: None
vAcanAlaya: None
vacanapatu: None
vacanapawra: None
vAcanika: None
vacanIya: None
vacanopakrama: None
vAcApawra: None
vAcaspawi: None
vAcaspawya: None
vAcAta: None
vAcAvaMXana: None
vAcAviruxXa: None
vAcayiwA: None
vAcI: None
vAcika: None
vAcoyukwi: None
vAcya: None
vAcyArWa: None
vAcyAvAcya: None
vAcyawA: None
vAcyawva: None
vAdaba: None
vAfmaya: None
vAfmayI: None
vAfmuKa: None
vAfmUrwi: None
vAgbaxXa: None
vAgguNa: None
vAgISA: None
vAgISa: None
vAgISvara: None
vAgISvarI: None
vAgjAla: None
vAgmaXura: None
vAgmI: None
vAgmiwA: None
vAgmiwva: None
vAgniRTA: None
vAgqRaBa: None
vAgvajra: None
vAgvAxinI: None
vAgvExagXya: None
vAgviBava: None
vAgvilAsa: None
vAgvilAsI: None
vAgvIra: None
vAgvisarga: None
vAgviSvAsa: None
vAgvixagXa: None
vAgvyApAra: None
vAgxaMda: None
vAgxAna: None
vAgxawwa: None
vAgxawwA: None
vAgxevawA: None
vAgxevI: None
vAgxoRa: None
vAgxuRta: None
vAgyamAna: None
vAgyuxXa: None
vaha: kaba/__p
vahAz: vahAz/__p
vahA: kAl/A__n
vAhakaceka: None
vAhaka: wIn/a__adj
vAhakanalikA: None
vAhakawaraMga: None
vahama: None
vahamI: None
vahana: rAw/a__n
vAhana: rAw/a__n
vAhanakAra: None
vAhanaSreRTa: None
vAhanika: None
vahanIya: None
vAhanIya: None
vahaSI: None
vAhavAhI: ladak/I__n
vahI: ladak/I__n
vAhI: None
vAhikA: ASA/__n
vAhinI: ladak/I__n
vAhinIniveSa: None
vahiraMga: None
vahirBUwa: None
vahirgawa: None
vahiriMxriya: None
vahiRkAra: None
vahiRkaraNa: None
vahiRkqwa: None
vahirmuKa: None
vahiRprANa: None
vahirvqwwi: None
vahirvyasana: None
vahirxeSa: None
vahirxvAra: None
vAhiwA: None
vAhiyAwa: None
vahnigarBA: None
vahni: None
vahnijvAlA: None
vahnikoNa: None
vahnikuMda: None
vahnimuKa: None
vAhya: rAw/a__n
vAhyAMwara: None
vAhyaMxriya: None
vAisacAMsalara: None
vAisaceyaramEna: None
vAisa: rAw/a__n
vAisapresideMta: None
vAisarAya: rAw/a__n
vajaha: rAw/a__n
vAja: None
vajana: rAw/a__n
vajanaxAra: None
vajanI: ajAwI/__adj
vAjapeya: None
vAjapeyI: ladak/I__n
vAjasaneya: None
vAjasaneyI: None
vAjiba: wIn/a__adj
vAjIBakRa: None
vAjibI: None
vAjIBojana: None
vAjIgaMXA: None
vAjI: None
vajIPA: kAl/A__adj
vajIra: None
vAjIrAja: None
vajIreAjama: None
vajIrejaMga: None
vajIreKArijA: None
vajIremAla: None
vajIrewAlIma: None
vAjISAlA: None
vAjixa: None
vAjIyojaka: None
vajraGAwa: None
vajrAGAwa: None
vajraGoRa: None
vajra: None
vajrAkara: None
vajrakavaca: None
vajrAMga: None
vajrapAwa: None
vajrAsana: None
vajrawuMda: None
vajraxaMwa: None
vajUxa: rAw/a__n
vAka: None
vakAlawa: rAw/a__n
vakAlawanAmA: None
vAkCala: None
vAkiA: None
vakIla: rAw/a__n
vakIlI: None
vAkiPa: wIn/a__adj
vAkkalaha: None
vAkkeli: None
vAkkRawa: None
vakPa: rAw/a__n
vAkpAruRya: None
vAkpAtava: None
vAkpaWa: None
vAkpawi: None
vAkpITa: None
vAkPIyawa: None
vAkpralApa: None
vAkprasArI: None
vAkprawoxa: None
vAkpuRpa: None
vakqwA: None
vakrabuxXi: None
vakracaMcu: None
vakragrIva: None
vakra: None
vakrapAxa: None
vakRasWala: None
vakravqwwi: None
vakrawA: None
vakraXara: None
vakraxqRti: None
vakrI: None
vakrokwi: None
vakRyamANa: None
vAkSalAkA: None
vAksaMga: None
vAksaMyama: None
vAksAyaka: None
vAksixXi: None
vAkswaMBa: None
vakwabevakwa: None
vakwa: rAw/a__n
vakwA: pIdZ/A__n
vakwavya: rAw/a__n
vakwqwva: None
vakwra: None
vakwraSoXana: None
vakwukAma: None
vAkyaBexa: None
vAkyAdaMbara: None
vAkya: rAw/a__n
vAkyaKaMda: None
vAkyaKaMdana: None
vAkyakaMTa: None
vAkyapaxXawi: None
vAkyaracanA: None
vAkyasAraWi: None
vAkyavajra: None
vAkyavinyAsa: None
vAkyaviSAraxa: None
vAkyaviSleRaNa: None
vAlAgra: None
valAhaka: None
vAla: Karc/a__n
valAkA: None
valAkI: None
vAlaMtiyara: None
valaya: rAw/a__n
valI: ladak/I__n
vali: None
vAlIvAla: None
valIvarxa: None
vAlkala: None
valkala: rAw/a__n
vallaBAcArya: None
vallaBa: None
vallaBA: None
valmIka: None
vAlmIkAya: None
vAlmIki: SAnwi/__n
vAlukA: None
valxiyawa: None
vAmA: kAl/A__n
vAma: rAw/a__n
vAmAkRI: None
vAmAkRi: None
vAmamArga: None
vAmana: wIn/a__adj
vamana: rAw/a__n
vAmanaxvAxaSI: None
vAmanayanA: None
vAmapaMWI: ladak/I__n
vAmAvarwa: None
vAMCA: pIdZ/A__n
vaMca: None
vaMcaka: None
vaMcana: rAw/a__n
vaMcanIya: None
vAMCanIya: wIn/a__adj
vaMcayiwA: None
vaMciwa: wIn/a__adj
vAMCiwa: wIn/a__adj
vAMCiwavya: None
vaMga: None
vaMgAlI: None
vaMgIya: None
vamiwa: None
vaMka: None
vaMkanAla: None
vaMkanAlI: None
vaMSacariwa: None
vaMSacCewwA: None
vaMSAgawa: None
vaMSagopwA: None
vaMSahIna: None
vaMSa: rAw/a__n
vaMSakarma: None
vaMSakarpUra: None
vaMSakrama: None
vaMSakRaya: None
vaMSalocana: None
vaMSanASa: None
vaMSanAWa: None
vaMSAnugawa: None
vaMSAnukrama: None
vaMSaSalAkA: None
vaMSAvalI: None
vaMSavarXana: None
vaMSavqkRa: None
vaMSavqxXi: None
vaMSaXArI: None
vaMSI: None
vaMSoxBava: None
vaMSoxBavA: None
vaMtana: None
vaMtanIya: None
vaMtiwa: None
vaMxanA: None
vaMxana: None
vaMxanIya: None
vaMxanIyawA: None
vaMxI: None
vaMxIprawyakRIkaraNa: None
vaMxiwa: None
vaMXyA: None
vanacara: None
vanagahana: None
vanAgni: None
vanagocara: None
vana: rAw/a__n
vAna: None
vanajAwa: None
vanajIvI: None
vanamAlA: None
vanamAlI: None
vanamAnuRa: None
vanAMwa: None
vanAMwara: None
vananASana: None
vanapAla: None
vAnaprasWya: None
vanapraveSa: None
vAnara: rAw/a__n
vanarAja: None
vanarakRaka: None
vanaspawi: Apawwi/__n
vanaspawivijFAna: None
vAnaspawya: None
vanasWalI: None
vanavAsa: rAw/a__n
vanavAsI: None
vanavijFAna: None
vanaxeva: None
vanecara: None
vANI: ladak/I__n
vaNija: None
vANijyA: None
vANijya: rAw/a__n
vANijyaka: None
vANijyAlaya: None
vANijyaxUwa: None
vaNika: None
vaniwA: None
vanORaXi: None
vanya: rAw/a__n
vanyapakRI: None
vanyavqwwi: None
vaPA: None
vapana: None
vapanIya: None
vApasa: wIn/a__adj
vApasI: ajAwI/__adj
vaPAxAra: None
vaPAxArI: ladak/I__n
vApi: None
vApI: ladak/I__n
vApikA: None
vapiwa: None
vapu: None
vArAha: None
varAha: rAw/a__n
varAhI: None
vArAhI: None
vara: None
vAra: rAw/a__n
vArA: None
varajiSa: None
varAkAMkRI: None
vAraMta: rAw/a__n
vAraMtI: None
varaNa: rAw/a__n
vAraNa: None
varanA: bAlikA/__adj
varAnanA: None
vArANaseya: None
vArANasI: ladak/I__n
varaNI: None
varaniScaya: None
varaNIya: None
vAraNIya: None
varAnna: None
varapakRa: None
varaprasWAna: None
varapraxAna: None
varAsana: None
varavAhNIka: None
vAravilAsinI: None
varaxakRiNA: None
varaxAna: rAw/a__n
varaxAnI: None
vAraxAwa: rAw/a__n
varaxAwA: None
varaxAyaka: None
varaxI: None
vArayiwA: None
vArayiwavya: None
varcasva: rAw/a__n
varcasvI: None
vArda: rAw/a__n
vArdana: rAw/a__n
vArdara: None
vareNya: None
varga: rAw/a__n
vargalA: None
vargAMka: None
vargamUla: None
vargaPala: None
vargasWa: None
vargayuxXa: None
vargIkaraNa: rAw/a__n
vargIkqwa: rAw/a__n
vargIya: wIn/a__adj
vargowwama: None
vArhaspawya: None
vAribaMXana: None
vArija: None
vArijIvaka: None
vArikqmi: None
vArinAWa: None
vAripaWika: None
vArirASi: None
vAriraWa: None
variRTa: wIn/a__adj
variRTawA: None
variRTawama: wIn/a__adj
vAriruha: None
vArisa: rAw/a__n
vArISa: None
vArivAhana: None
vArivihAra: None
vAriwa: None
vAriwrA: None
vAriXara: None
vAriXArA: None
vAriyaMwra: None
varIyawA: kAl/A__n
varjana: rAw/a__n
varjanIya: None
varjayiwA: None
varjiwa: wIn/a__adj
varka: rAw/a__n
varkara: rAw/a__n
varNaBexa: None
varNAgama: None
varNagawa: None
varNa: None
varNajyeRTa: None
varNakrama: None
varNamAlA: kAl/A__n
varNAMwara: None
varNanA: kAl/A__n
varNana: rAw/a__n
varNanASa: None
varNanAwIwa: None
varNanAwmaka: None
varNanIya: None
varNAnukrama: None
varNAnukramaNikA: None
varNaparicaya: None
varNapAwa: None
varNareKA: None
varNasaMsarga: None
varNASrama: None
varNaSreRTa: None
varNasUcI: None
varNaviBAga: None
varNavicAra: None
varNavikAra: None
varNaviparyaya: None
varNavivqwi: None
varNavixveRa: None
varNAwmA: None
varNAwmaka: None
varNaXarma: None
varNAXipa: None
vArniSa: None
varNiwa: wIn/a__adj
varNya: None
vARpa: rAw/a__n
vARpAkula: None
vARpamokRa: None
vARpamuKa: None
vARpapUra: None
vARpAsAra: None
vARpasnAna: None
vARpawApana: None
vARpIkaraNa: rAw/a__n
varRABava: None
varRABU: None
varRAgama: None
vArRa: None
varRA: kAl/A__n
varRAkAla: rAw/a__n
varRApriya: None
varRASana: None
vArRI: None
vArRika: wIn/a__adj
vArRikI: None
varRikI: None
vArRikowsava: None
vArRikya: None
varRIya: rAw/a__n
vArRNeya: None
varuNA: kAl/A__n
varuNa: rAw/a__n
varuNAlaya: None
varuNapASa: None
varuNaxeva: None
vAruNI: None
vArwA: pIdZ/A__n
vArwAlApa: None
varwamAna: rAw/a__n
varwamAnakAla: None
vArwamAnika: None
varwana: None
varwanI: ladak/I__n
varwi: None
varwiwa: None
varwsya: None
varwula: None
varwulA: None
varwulAkAra: None
varwulAkqwi: None
varwulAkRa: None
vArwwA: None
vArwwAlApa: None
vArwwAnujIvI: None
vArwwAnukarRaka: None
vArwwApawi: None
vArwwAvqwwi: None
vArwwAyana: None
vArwwika: None
varXamAna: None
varXana: rAw/a__n
varXApana: None
varXayiwA: None
varxI: ladak/I__n
varXiwa: wIn/a__adj
varxXaka: None
vArxXakya: None
varxXamAna: None
varxXana: rAw/a__n
varxXApana: None
varxXayiwA: None
varya: None
varyA: None
vaSagawa: None
vAsagqha: None
vaSa: rAw/a__n
vAsa: rAw/a__n
vasA: kAl/A__n
vaSakara: None
vaSakriyA: None
vaSaMvaxa: None
vasaMwaGoRa: None
vasaMwa: rAw/a__n
vasaMwakAla: None
vasaMwakusuma: None
vasaMwapaMcamI: None
vasaMwapUjA: None
vasaMwarAja: None
vasaMwaxUwa: None
vasaMwaxUwI: None
vasaMwI: None
vAsaMwI: ladak/I__n
vAsaMwika: None
vAsaMwikawA: None
vasaMwowsava: None
vasana: None
vAsanA: None
vAsaparyAya: None
vAsara: None
vAsasajjA: None
vAsava: None
vaSavarwI: None
vAsavyavasWA: None
vaSeMxriya: None
vaSIBUwa: None
vAsI: ladak/I__n
vaSI: None
vaSIkara: None
vaSIkaraNa: None
vaSIkqwa: None
vaSiRTa: rAw/a__n
vAsiwa: None
vAsiwA: None
vasIyawa: rAw/a__n
vasIyawanAmA: None
vAskata: None
vasu: None
vAsuki: SAnwi/__n
vasUla: uT/a__v
vasUlI: ladak/I__n
vasumawI: None
vasuMXarA: kAl/A__n
vasuXA: None
vasuXAXipa: None
vAsuxeva: rAw/a__n
vAswA: kAl/A__adj
vAswavikawA: kAl/A__n
vAswavya: None
vAsweya: None
vaswi: None
vaswrAgAra: None
vAswra: None
vaswra: rAw/a__n
vaswraveRtiwa: None
vaswravilAsa: None
vAswubaMXana: None
vaswuBexa: None
vaswu: qwu/__n
vAswu: vAyu/__n
vaswujAwa: None
vaswujFAna: None
vAswujFana: None
vAswukAra: rAw/a__n
vaswuniRTa: None
vaswuniRTA: None
vaswunirxeSa: None
vAswupa: None
vaswupreRaNAxeSa: None
vAswupUjA: None
vAswuSAswra: None
vaswuSUnya: None
vAswusWApana: None
vaswusWiwi: SAnwi/__n
vaswuvinimaya: None
vAswuvixyA: None
vAswuxevawA: None
vaSya: None
vata: None
vAta: rAw/a__n
vAtaragEsa: None
vAtarageta: None
vAtara: rAw/a__n
vAtarakalara: None
vAtarapAipa: None
vAtaraPAla: None
vAtaraprUPa: wIn/a__adj
vAtaratapa: None
vatI: None
vAtikA: None
vAucara: None
vAwaBakRa: None
vAwacakra: None
vAwagAmI: None
vAwagraswa: None
vAwa: None
vAwaja: None
vAwajAwa: None
vAwajvara: None
vAwakaMtaka: None
vAwakeli: None
vawana: rAw/a__n
vawanaparaswI: None
vawanaParoSa: None
vAwAnukUla: None
vAwAnukUlana: None
vAwAnukUliwa: wIn/a__adj
vAwapiwwa: None
vAwaprakopa: None
vAwaroga: None
vAwAvaraNa: rAw/a__n
vAwavikAra: None
vAwavyAXi: None
vAwAwmaja: None
vAwawUla: None
vAwAyana: None
vAwAyanI: None
vAwika: None
vAwonmAxa: None
vAwoxara: None
vawsa: None
vawsala: None
vAwsalyaBAjana: None
vAwsalya: None
vAwsalyarasa: None
vawsara: None
vawsawara: None
vawsawarI: None
vAwula: None
vaXaBUmi: None
vAxagraswa: None
vaXa: rAw/a__n
vAXa: None
vAxa: Karc/a__n
vAxA: kAl/A__adj
vAxaka: None
vaXakAma: None
vaXakAmyA: None
vAxAKilAPa: None
vAxAKilAPI: ladak/I__n
vaXAlaya: None
vAxAma: None
vAxamUla: None
vaxana: None
vAxana: None
vAXana: None
vAxAnuvAxa: None
vAxapawra: None
vAxaprawivAxa: None
vAxarawa: None
vAxasamApwi: None
vAxasAXana: None
vaXasWAna: None
vAxaviRaya: None
vAxavyaya: None
vAxI: ladak/I__n
vaXiwra: None
vaXUgqhapraveSa: None
vaXU: bah/U__n
vaXu: None
vaXUpakRa: None
vaXutI: None
vaXUtI: None
vaXUvaswra: None
vaXUXana: None
vaXyacihna: None
vaXyaGAwaka: None
vaXya: None
vAxya: None
vAxyaniroGoRa: None
vAxyasaMgIwa: None
vAxyasWAna: None
vAxyavqMxa: None
vAxyaXara: None
vayaHpramANa: None
vayaHsaMXi: None
vayaHsWApana: None
vaya: None
vAya: None
vAyaralesa: rAw/a__n
vAyarasa: rAw/a__n
vAyasA: None
vAyasa: None
vayaska: rAw/a__n
vayaskamawAXikAra: None
vAyavIya: None
vAyavya: None
vAyaxA: kAl/A__adj
vayohAni: None
vayovqxXa: wIn/a__adj
vAyuBakRa: None
vAyugIwa: None
vAyugraswa: None
vAyugulma: None
vAyu: vAyu/__n
vAyujAwa: None
vAyukoNa: None
vAyumaMdala: rAw/a__n
vAyumApI: None
vAyupaWa: None
vAyusenA: kAl/A__n
vAyusevA: kAl/A__n
vAyuvijFAna: None
vAyuyAna: rAw/a__n
vEBava: rAw/a__n
vega: rAw/a__n
vEgana: rAw/a__n
vEjFAnika: rAw/a__n
vejItebala: None
vEkalpika: rAw/a__n
vEmanasya: rAw/a__n
veMkata: None
veNu: None
vErAgI: None
vErAgya: None
vEra: None
veRa: None
vERamya: None
vErI: ladak/I__n
vERNava: rAw/a__n
veSa: None
vEsA: kAl/A__adj
vESAKa: rAw/a__n
vESAlI: ladak/I__n
vEsI: ajAwI/__adj
vESiRtya: rAw/a__n
vesta: rAw/a__n
veSyA: pIdZ/A__n
vESya: rAw/a__n
vEvAhika: rAw/a__n
vewana: rAw/a__n
vexa: rAw/a__n
vEXa: rAw/a__n
vexAMwa: None
vexanA: ASA/__n
vEXAnika: rAw/a__n
vEXavya: None
vExehI: None
vexI: ladak/I__n
vExika: rAw/a__n
vEXika: None
vExya: rAw/a__n
vExyA: None
vEyAkaraNa: None
vEyakwika: rAw/a__n
vhiskI: ladak/I__n
viBAga: rAw/a__n
viBAgAXyakRa: rAw/a__n
viBAgIya: rAw/a__n
viBA: None
viBAjaka: rAw/a__n
viBAjana: rAw/a__n
viBAjiwa: rAw/a__n
viBakwa: rAw/a__n
viBakwi: None
viBAva: None
vIBawsa: rAw/a__n
viBexa: rAw/a__n
viBinna: rAw/a__n
viBinnawA: pIdZ/A__n
viBIRaNa: None
viBIRikA: kAl/A__n
viBora: None
viBURiwa: rAw/a__n
viBUwi: Apawwi/__n
vicakiwa: None
vicakRaNa: None
vicakRaNA: None
vicala: None
vicAla: None
vicalana: rAw/a__n
vicAlana: None
vicalawA: None
vicaliwa: None
vicAragoRTI: None
vicAra: rAw/a__n
vicara: k/ara__v
vicArajFa: None
vicAraka: rAw/a__n
vicArakarwA: None
vicArAlaya: None
vicAramUDa: None
vicAraNA: None
vicaraNa: rAw/a__n
vicAraNa: rAw/a__n
vicaraNIya: None
vicAraNIya: None
vicAraSakwi: None
vicArasaraNI: None
vicAraSAswra: None
vicAraSIla: None
vicAraSIlawA: None
vicArasWala: None
vicAravAn: None
vicAravimarSa: None
vicAraXArA: pIdZ/A__n
vicArAXikAra: None
vicArI: None
vicArikA: None
vicariwa: wIn/a__adj
vicAriwa: wIn/a__adj
vicArya: None
vicCexa: None
vicCexaka: None
vicCexana: rAw/a__n
vicCexanIya: None
vicCexI: None
vicCexya: None
vicCinna: None
vicCiwwi: None
viceRta: None
viceRtA: None
viceRtana: None
viceRtiwa: None
vicewA: None
vicewana: None
vicikiwsA: None
viciMwA: None
viciMwana: None
viciMwanIya: None
viciMwiwa: None
viciMwya: None
viciwracariwra: None
viciwra: wIn/a__adj
viciwrA: None
viciwrAMga: None
viciwrarUpa: None
viciwraSAlA: None
viciwrawA: None
viciwraxeha: None
viciwriwa: None
vicuMbana: None
vicUrNiwa: None
vicyuwa: None
vicyuwi: None
vidaMbanA: kAl/A__n
vigAha: None
vigahimAna: None
vigalana: None
vigaliwabaMXa: None
vigaliwa: None
vigaliwakeSa: None
vigaliwavasana: None
vigaNiwa: None
vigarhA: None
vigarhaNa: None
vigarhaNIya: None
vigarhiwa: None
viGatana: rAw/a__n
viGatiwa: wIn/a__adj
vigawaBaya: None
vigawa: wIn/a__adj
vigawA: None
viGAwa: None
vigawajFAna: None
viGAwaka: None
vigawakalmaRa: None
viGAwana: None
vigawanayana: None
vigawarAga: None
vigawaspqha: None
vigawi: None
viGAwI: None
vigaxa: None
vigaxiwa: None
vigIwa: None
viGnaharaNa: None
viGna: None
viGnakara: None
viGnakArI: None
viGnanASaka: None
viGneSa: None
vigqhIwa: None
vigraha: rAw/a__n
vigrahI: None
viguNa: None
viGUrNana: None
viGUrNiwa: None
vihAra: rAw/a__n
vihIna: rAw/a__n
vihiwa: rAw/a__n
vihvala: None
vi: None
vijalpa: None
vijana: wIn/a__adj
vijanana: None
vijanawA: None
vijAnawA: None
vijAwi: None
vijAwIya: None
vijayacihna: None
vijayadiMdima: None
vijayAekAxaSI: None
vijayA: kAl/A__n
vijaya: rAw/a__n
vijayakara: None
vijayakewu: None
vijayakuMjara: None
vijayalakRmI: None
vijayanagara: None
vijayapawAkA: None
vijayAsawpamI: None
vijayaxaMda: None
vijayAxaSamI: None
vijayaxIpikA: None
vijayaxuMxuBi: None
vijayayAwrA: None
vijayI: ladak/I__n
vijayopahAra: None
vijayowsava: None
vijewA: pIdZ/A__n
vijewavya: None
vijeya: None
vijFabuxXi: None
vijFa: None
vijFalpiwa: None
vijFAnaGana: None
vijFAna: rAw/a__n
vijFAnakoSa: None
vijFAnamaya: None
vijFAnavAxa: None
vijFAnavAxI: None
vijFAnawA: None
vijFAnI: ladak/I__n
vijFAnika: None
vijFAniwA: None
vijFAnIya: None
vijFApaka: None
vijFApana: rAw/a__n
vijFApanapawra: None
vijFApanapuswikA: None
vijFApanaxAwA: kAl/A__n
vijFapanIya: None
vijFApI: None
vijFApiwa: None
vijFApiwakRewra: None
vijFapwa: None
vijFapwi: SAnwi/__n
vijFApya: None
vijFAwa: None
vijFawA: None
vijFAwA: None
vijFAwArWa: None
vijFAwavya: None
vijFawva: None
vijFeya: None
vijigIRa: None
vijigIRA: None
vijigIwa: None
vijihya: None
vijitara: None
vijiwa: None
vijiwavAn: None
vijiweMxriya: None
vijqBiwa: None
vijqMBA: None
vijqMBaNa: None
vijqMBikA: None
vikaciwa: None
vika: None
vIka: rAw/a__n
vikala: None
vikalA: None
vikalAMga: wIn/a__adj
vikalAMgawA: kAl/A__n
vikalana: None
vikaleMxriya: None
vikalIkqwa: None
vikaliwa: None
vikalpa: rAw/a__n
vikalpajAla: None
vikalpana: None
vikalpiwa: None
viKaMda: None
viKaMdana: None
viKaMdI: None
viKaMdIkaraNa: None
viKaMdiwa: None
vikaMpa: None
vikaMpana: None
vikaMpiwa: None
viKanana: None
vikAra: rAw/a__n
vikarAla: wIn/a__adj
vikaraNa: None
vikArI: None
vikAriwa: None
vikarmA: None
vikarNa: None
vikarRaNa: None
vikarwana: None
vikAsa: rAw/a__n
vikasa: None
vikASaka: None
vikasana: None
vikAsavAxa: None
vikasiwa: wIn/a__adj
vikAsiwa: None
vikata: wIn/a__adj
vikatA: None
vikataka: None
vikatAkRa: None
vikatAnana: None
vikatavaxana: None
vikavaca: None
vikawWA: None
vikawWana: None
vikeMxrIyakaraNa: None
viketa: rAw/a__n
vikira: None
vikiraNa: rAw/a__n
vikiraNamApI: None
vikiraNavijFAna: None
vikiraNawA: None
vikIrNa: None
vikIrNaka: None
viklAMwa: None
viklexa: None
viklexana: None
viklinna: None
vikliRta: None
vikliwwi: None
vikqRta: None
vikqwa: wIn/a__adj
vikqwarakwa: None
vikqwasvara: None
vikqwavaxana: None
vikqwaveRI: None
vikqwaxarSana: None
vikqwi: None
vikqwivijFAna: None
vikqwivijFAnI: None
vikramAbxa: None
vikrama: rAw/a__n
vikramaNa: None
vikramAxiwya: rAw/a__n
vikramI: None
vikrAMwa: wIn/a__adj
vikrAMwi: None
vikRawa: None
vikraya: rAw/a__n
vikrayakara: None
vikrayaleKa: None
vikrayaNa: None
vikrayapaMjI: None
vikrayapawra: None
vikrayaXana: None
vikrayI: None
vikRepa: None
vikRepaNa: None
vikRepaSakwi: None
vikrewA: kAl/A__n
vikrewavya: None
vikreya: None
vikRipwa: None
vikRipwAlaya: None
vikRipwawA: None
vikrIwa: None
vikriyA: None
vikRoBa: rAw/a__n
vikRoBaNa: None
vikRoBI: None
vikRoBiwa: None
vikroSana: None
vikroXa: None
vikRubXa: wIn/a__adj
viktoriyA: kAl/A__n
vikUjana: None
vikuMciwa: None
vikuMTa: None
vikuMTiwa: None
viKyApana: None
viKyAwa: wIn/a__adj
viKyAwi: None
vilagA: None
vilaga: None
vilakRaNa: rAw/a__n
vilakRaNawA: None
vilaMba: rAw/a__n
vilApa: rAw/a__n
vilAsa: rAw/a__n
vilAsI: None
vilaya: rAw/a__n
vilayana: rAw/a__n
vilAyawa: None
vilAyawI: ladak/I__n
vileya: None
vilIna: rAw/a__n
viloma: None
vilupwa: rAw/a__n
vimala: None
vimalA: None
vimAna: rAw/a__n
vimAnana: None
vimarSa: rAw/a__n
viMSowwarI: None
vimuKa: None
viMXyAcala: rAw/a__n
viMXya: rAw/a__n
viMXyakUta: None
viMXyanilayA: None
viMXyanivAsI: None
viMXyAtavI: None
viMXyavAsI: None
viMXyavAsinI: ladak/I__n
vINA: None
vinA: None
vinamra: None
vinamrawA: kAl/A__n
vinASa: rAw/a__n
vinawI: None
vinaya: rAw/a__n
vinAyaka: rAw/a__n
vinimaya: None
vinirmANa: rAw/a__n
vinirmiwa: None
vinirxiRta: rAw/a__n
vinIwa: None
viniXAna: None
viniyama: rAw/a__n
viniyamana: rAw/a__n
viniyoga: rAw/a__n
vinoxa: rAw/a__n
vinoxI: None
vinyAsa: rAw/a__n
vipakRa: rAw/a__n
viPala: rAw/a__n
viPalawA: pIdZ/A__n
vipaNana: rAw/a__n
vipawra: None
vipawwi: SAnwi/__n
vipaxA: pIdZ/A__n
vipina: rAw/a__n
viplava: None
vipula: rAw/a__n
viraciwa: rAw/a__n
viraha: None
viRa: rAw/a__n
vIra: rAw/a__n
virAja: uT/a__v
virAjamAna: rAw/a__n
virakwa: None
viRAkwa: rAw/a__n
virakwi: None
virala: rAw/a__n
viralA: None
virAma: rAw/a__n
viRama: rAw/a__n
viRamawA: kAl/A__n
vIrAna: rAw/a__n
viRANu: qwu/__n
virAsawa: rAw/a__n
virAta: rAw/a__n
virAt: None
vIrawA: kAl/A__n
viRAxa: None
viRaya: rAw/a__n
viRayaka: rAw/a__n
virecana: None
viRElA: kAl/A__adj
viRNu: vAyu/__n
viroXa: rAw/a__n
viroXI: ladak/I__n
vIrya: rAw/a__n
viSAKa: None
viSAKA: kAl/A__n
viSAla: wIn/a__adj
viSAlawA: kAl/A__n
visaMgawi: Apawwi/__n
visaMkramaNa: None
viSAraxa: None
visarjana: rAw/a__n
visarjiwa: None
viSaxa: rAw/a__n
viSeRa: rAw/a__n
viSeRajFa: rAw/a__n
viSeRajFawA: kAl/A__n
viSeRAMka: None
viSeRaNa: None
viSeRawA: ASA/__n
viSeRAXikAra: rAw/a__n
viSiRta: rAw/a__n
viSiRtawA: pIdZ/A__n
viSleRaNa: rAw/a__n
viSleRaNAwmaka: None
viSleRiwa: None
vismaya: rAw/a__n
vismiwa: None
vismqwa: None
vismqwi: None
visPota: rAw/a__n
visPotaka: rAw/a__n
viSrAmagqha: rAw/a__n
viSrAma: rAw/a__n
viSrAmAlaya: rAw/a__n
visuxXa: None
viSuxXa: rAw/a__n
viSva: rAw/a__n
viSvakoSa: None
viSvAsa: rAw/a__n
viSvasanIya: rAw/a__n
viSvasanIyawA: kAl/A__n
viSvaswa: rAw/a__n
viSvavixyAlaya: rAw/a__n
visWApiwa: rAw/a__n
viswAra: rAw/a__n
viswara: None
viswqwa: rAw/a__n
vitAmina: rAw/a__n
vitapa: None
vivAha: rAw/a__n
vivAhasaMbaMXa: None
vivAhavicCexa: None
vivAhiwa: None
vivAhiwA: None
vivaraNa: rAw/a__n
vivaSa: rAw/a__n
vivaSawA: kAl/A__n
vivAxa: rAw/a__n
vivAxAspaxa: rAw/a__n
vivecana: None
vivecanA: None
vivecanAwmaka: None
vivecya: None
viveka: rAw/a__n
viviXa: rAw/a__n
viviXawA: pIdZ/A__n
viwaraka: rAw/a__n
viwaraNa: rAw/a__n
viwariwa: rAw/a__n
viwarka: None
viwqRNA: None
viwwa: rAw/a__n
viwwIya: rAw/a__n
vixagXa: None
